sample_id,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group
Rab12/002,sangerN405,1,22/12/2016,APHA,,,Sanger,,Unknown,NA,Unknown,SangerPCR,NA,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | TVLA;APHA,sequencing,1,east_africa
Z0829323,unitid_14_09_2022,1,14/09/2022,UNITID,,,Nanopore,rabv_ea,Minion,FAR97669,Unknown,Amplicon,NB91,Pass,Single_run,,55164,55164,2818.599849,2485.398099,2146,0,14009,11890,11745,11743,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0829325,unitid_14_09_2022,1,14/09/2022,UNITID,,,Nanopore,rabv_ea,Minion,FAR97669,Unknown,Amplicon,NB12,Pass,Single_run,,58114,58114,2806.522016,2407.871295,2140,0,14869,11902,11811,11743,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0829333,unitid_14_09_2022,1,14/09/2022,UNITID,,,Nanopore,rabv_ea,Minion,FAR97669,Unknown,Amplicon,NB75,Pass,Single_run,,58774,58774,2527.407448,2572.865574,1643,0,14731,11877,11798,11743,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0829334,unitid_14_09_2022,1,14/09/2022,UNITID,,,Nanopore,rabv_ea,Minion,FAR97669,Unknown,Amplicon,NB67,Pass,Single_run,,86507,86507,3569.367609,3522.6455,2645,0,21207,11901,11847,11743,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0829335,unitid_14_09_2022,1,14/09/2022,UNITID,,,Nanopore,rabv_ea,Minion,FAR97669,Unknown,Amplicon,NB43,Pass,Single_run,,27649,27649,1345.859347,898.2972521,1116,0,5131,11868,11743,11740,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0829337,unitid_14_09_2022,1,14/09/2022,UNITID,,,Nanopore,rabv_ea,Minion,FAR97669,Unknown,Amplicon,NB20,Pass,Single_run,,77486,77486,3694.720289,3303.358143,2908,0,18591,11900,11849,11743,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0829340,unitid_14_09_2022,1,14/09/2022,UNITID,,,Nanopore,rabv_ea,Minion,FAR97669,Unknown,Amplicon,NB59,Pass,Single_run,,134581,134581,6471.326092,5319.343689,4930,0,29508,11892,11836,11745,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0829341,unitid_14_09_2022,1,14/09/2022,UNITID,,,Nanopore,rabv_ea,Minion,FAR97669,Unknown,Amplicon,NB44,Pass,Single_run,,42976,42976,2239.452235,2015.501978,1519,0,10965,11873,11743,11742,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0829343,unitid_14_09_2022,1,14/09/2022,UNITID,,,Nanopore,rabv_ea,Minion,FAR97669,Unknown,Amplicon,NB04,Pass,Single_run,,82473,82473,3042.428835,3100.762309,2403,0,18686,11881,11808,11743,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0829344,unitid_14_09_2022,1,14/09/2022,UNITID,,,Nanopore,rabv_ea,Minion,FAR97669,Unknown,Amplicon,NB60,Pass,Single_run,,35188,35188,1696.226872,1568.314797,1286,0,9158,11846,11760,11743,NA,,NA,NA, | UNITID,sequencing,1,east_africa
20826361,puredeadbrilliant,1,21/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAK62989,Unknown,Amplicon,NB09,Pass,Single_run,,481690,480844,841.9959742,618.8186001,760,0,2775,11868,11743,10670,10361,,89.49089994,NA, | CDC;UNITID,sequencing,1,east_africa
20826361,unitid_all,2,21/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAH20465,Unknown,Amplicon,NB04,Pass,Single_run,,2653,2651,126.8877799,88.45786937,101,0,407,11886,11621,11186,6034,MN726805,93.8186698,NA, | UNITID,sequencing,2,east_africa
2010818843,puredeadbrilliant,1,27/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAK62989,Unknown,Amplicon,NB07,Pass,Single_run,,102077,101997,1120.366183,692.4255956,1053,0,3237,11890,11868,11642,10979,MN726819,97.6432106,NA,Kenya | UNITID,sequencing,1,east_africa
2011100179,puredeadbrilliant,1,27/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAK62989,Unknown,Amplicon,NB03,Pass,Single_run,,210399,209836,830.299589,613.2569215,687,0,2960,11869,11844,11114,10943,MN726810,93.21479493,NA,Kenya | UNITID,sequencing,1,east_africa
B397,unitid_all,1,21/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAH20465,Unknown,Amplicon,NB03,Pass,Single_run,,4894,4868,250.7854567,143.7387689,236,0,630,11894,11891,11881,10156,MN726821,99.64773966,NA, | CDC;UNITID,sequencing,1,east_africa
B397,puredeadbrilliant,2,27/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAK62989,Unknown,Amplicon,NB11,Pass,Single_run,,24108,24083,967.9029607,412.9748883,988,0,1983,11883,11879,11873,11859,,99.58064246,NA, | CDC;UNITID,sequencing,2,east_africa
B397,puredeadbrilliant,3,27/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAK62989,Unknown,Amplicon,NB05,Pass,Single_run,,174296,174222,836.6026168,421.7726312,820,0,2032,11894,11891,11421,11381,,95.78965026,NA, | CDC;UNITID,sequencing,3,east_africa
CR020,unitid_all,1,21/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAH20465,Unknown,Amplicon,NB01,Pass,Single_run,,4474,4455,219.7843664,120.3933247,214,0,515,11887,11631,11495,9828,MN726816,96.41029942,NA, | UNITID,sequencing,1,east_africa
CR020,puredeadbrilliant,2,27/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAK62989,Unknown,Amplicon,NB10,Pass,Single_run,,75977,75940,2034.447203,890.0139017,2025,0,4165,11886,11879,11871,11869,,99.56386815,NA, | CDC;UNITID,sequencing,2,east_africa
M009,unitid_all,1,21/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAH20465,Unknown,Amplicon,NB02,Pass,Single_run,,9473,9448,554.6541978,347.5446706,491,0,1828,11891,11889,11867,11507,MN726814,99.53031955,NA, | UNITID,sequencing,1,east_africa
M009,puredeadbrilliant,2,27/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAK62989,Unknown,Amplicon,NB12,Pass,Single_run,,34278,34264,1379.411725,556.166106,1338,0,2829,11878,11870,11868,11868,,99.5387067,NA, | CDC;UNITID,sequencing,2,east_africa
Z08138851,puredeadbrilliant,1,27/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAK62989,Unknown,Amplicon,NB04,Pass,Single_run,,79485,79430,1778.421538,733.9717114,1811,0,3488,11894,11891,11886,11869,MN726831,99.68967542,NA,Kenya | UNITID,sequencing,1,east_africa
Z0826362,puredeadbrilliant,1,27/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAK62989,Unknown,Amplicon,NB02,Pass,Single_run,,108365,103382,2016.685482,1117.647973,1853,0,5187,11894,11894,11884,11868,MN726812,99.67290112,NA,Kenya | UNITID,sequencing,1,east_africa
Z0826362_NoDnase,puredeadbrilliant,1,27/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAK62989,Unknown,Amplicon,NB08,Pass,Single_run,,127137,125027,947.5773715,636.6035456,835,0,3373,11869,11865,11400,10830,,95.61352009,NA, | UNITID,sequencing,1,east_africa
Z0826752,puredeadbrilliant,1,27/02/2019,UNITID,,,Nanopore,rabvTanzDg,Minion,FAK62989,Unknown,Amplicon,NB06,Pass,Single_run,,138628,126537,1543.741424,815.2054338,1552,0,3681,11878,11868,11868,11341,MN726830,99.5387067,NA,Kenya | CDC;UNITID,sequencing,1,east_africa
Z0083192,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,42511,42511,1476.148369,1505.360724,1114,0,8811,11807,11744,11538,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083195,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB07,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083197,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB15,Pass,Single_run,,50119,50119,1742.213201,1949.153488,1126,0,10388,11769,11743,11741,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083198,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB06,Pass,Single_run,,75717,75717,2852.07691,2325.924026,2354,0,14444,11839,11774,11747,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083200,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,77055,77055,3049.212782,2467.441428,2604,0,15037,11823,11752,11743,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083201,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB02,Pass,Single_run,,73986,73986,3001.824792,2240.668198,2418,0,12514,11858,11853,11742,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083202,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,13967,13967,460.6102491,556.7860474,234,0,2627,11542,11292,10700,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083203,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,62247,62247,2296.658811,2131.64606,1772,0,10044,11765,11541,11528,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083204,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,38313,38313,1420.55481,1257.618894,1238,0,8084,11827,11724,11629,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083205,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB09,Pass,Single_run,,65327,65327,2395.033968,2453.509907,1880,0,13621,11813,11757,11743,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083214,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB10,Pass,Single_run,,66043,66043,2503.330621,2461.355055,1987,0,13587,11764,11744,11687,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083215,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,42170,42170,1647.196763,1264.599421,1375,0,6411,11838,11749,11741,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083216,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,42362,42362,1496.0026,1377.709693,1137,0,8161,11765,11733,11327,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083218,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,29266,29266,1069.515558,1005.368295,861,0,5827,11769,11743,11418,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083219,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB20,Pass,Single_run,,14998,14998,497.4200285,689.6301733,247,0,4045,11640,11074,10231,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083220,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,107753,107753,3747.81347,3737.109455,2864,0,22361,11753,11743,11571,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083221,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,31840,31840,1141.600017,1054.27567,950,0,6411,11761,11633,11291,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083223,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB19,Pass,Single_run,,79227,79227,2952.30806,2775.814966,2241,0,15576,11760,11745,11742,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083224,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB05,Pass,Single_run,,82166,82166,3035.821354,2724.215027,2356,0,15733,11825,11748,11513,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083225,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB16,Pass,Single_run,,30487,30487,1057.084962,1023.418713,757,0,5599,11753,11734,11413,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083226,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB08,Pass,Single_run,,70031,70031,2655.282982,2251.303898,2173,0,13108,11828,11747,11742,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083227,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB04,Pass,Single_run,,47057,47057,1771.937096,1413.159497,1596,0,8190,11757,11745,11741,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083228,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,50510,50510,1819.105007,1598.410204,1504,0,9630,11751,11743,11622,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083229,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB03,Pass,Single_run,,47380,47380,1688.289357,1771.01979,1264,0,9749,11748,11744,11401,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z0083231,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,34186,34186,1159.68523,1125.243841,956,0,6795,11760,11733,11291,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083233,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB17,Pass,Single_run,,70222,70222,2563.893399,2791.658526,1624,0,15378,11823,11743,11642,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z00832334,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,89191,89191,3058.895832,3260.828916,1923,0,20063,11775,11745,11743,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083235,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,33084,33084,1142.450055,1056.688862,848,0,6099,11787,11738,11478,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083236,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,70670,70670,2412.156504,2699.149272,1568,0,15578,11782,11746,11709,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083237,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,6085,6085,203.2065755,281.400252,98,0,1715,11740,11501,10312,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083239,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB12,Pass,Single_run,,42340,42340,1530.160782,1717.229296,1104,0,9590,11783,11753,11675,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z00832442,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,72962,72962,2620.63063,2855.874297,1815,0,16948,11846,11746,11743,NA,,NA,NA, | ,sequencing,1,east_africa
Z00832443,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,53037,53037,2009.968716,1809.501978,1560,0,10682,11756,11744,11610,NA,,NA,NA, | ,sequencing,1,east_africa
Z0083245,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,56103,56103,2117.794515,1864.077308,1684,0,10999,11809,11748,11737,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861850,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,44560,44560,1615.055775,1279.341967,1224,0,5821,11821,11577,11530,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861851,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,29467,29467,1073.531997,862.4310022,834,0,4369,11837,11749,11315,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861852,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,19637,19637,693.3024407,612.0439155,523,0,2806,11838,11663,11296,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861853,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,25222,25222,891.4888032,861.6297566,636,0,5355,11819,11554,11310,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861855,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,30992,30992,1097.110794,910.3683943,928,0,4620,11875,11788,11358,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861857,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,23434,23434,874.2828986,637.6182528,716,0,3243,11869,11775,11309,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861858,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,17212,17212,611.5980039,617.0344856,419,0,3879,11869,11755,11315,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861859,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,23133,23133,845.5221001,691.4445603,638,0,3004,11844,11754,11081,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861860,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,29658,29658,1139.277782,878.1791103,953,0,4609,11828,11708,11526,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861862,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,28588,28588,1092.673237,907.9792266,879,0,5745,11810,11743,11738,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861863,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,19598,19598,677.3441248,658.0152755,527,0,3615,11696,11322,11071,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861864,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,28107,28107,1032.545249,831.7072331,848,0,5067,11756,11749,11518,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861865,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,26211,26211,988.0577036,874.3235297,788,0,5721,11861,11535,11012,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861867,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB01,Pass,Single_run,,41656,41656,1617.434622,1285.600377,1276,0,6940,11803,11545,11529,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z00861869,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB11,Pass,Single_run,,58574,58574,2210.12111,1688.0857,1827,0,8876,11819,11773,11539,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z00861870,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB14,Pass,Single_run,,57547,57547,2086.918561,1800.84241,1621,0,11156,11881,11790,11718,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z00861871,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,85840,85840,3352.239202,3115.976998,2314,0,18723,11803,11705,11529,NA,,NA,NA, | ,sequencing,1,east_africa
Z00861872,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB13,Pass,Single_run,,54463,54463,2092.548855,1715.937283,1694,0,10648,11809,11766,11742,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z00861875,Kenya_06_Dec_2021,1,06/12/2021,,,,Nanopore,rabv_ea,Minion,FAQ53624,Unknown,Amplicon,NB18,Pass,Single_run,,11245,11245,372.8162375,432.1275203,242,0,2625,11322,11065,9881,NA,,NA,NA, | UNITID,sequencing,1,east_africa
Z00861877,Kenya_08_December_2021,1,08/12/2021,,,,Nanopore,rabv_ea,Minion,,Unknown,Amplicon,,Pass,Single_run,,21927,21927,781.6622494,707.2324302,567,0,4067,11829,11524,11312,NA,,NA,NA, | ,sequencing,1,east_africa
2,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
4,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
6,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
10,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
26,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
27,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
28,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
31,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
32,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
33,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
34,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
38,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
39,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
40,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
42,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
43,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
44,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
46,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
58,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
59,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
60,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
61,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
62,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
63,,1,NA,,,,Nanopore,,Unknown,,Unknown,Amplicon,,Pass,Single_run,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,unconfirmed | ,sequencing,1,east_africa
