sample_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,negative_control_sample,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
REGION_5_2018-311,,,philippines,A6,REGION_5_2018-311,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,,Positive,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2018-311,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB14,,Single_run,,2737,2691,,,,,,11812.68,,11657.564,7875.12,No,MN726875,11653,REGION_5_2018-311__ritm_archive2_nb22__instance1.fasta,,0
REGION_5_2019-1,,,philippines,6,REGION_5_2019-1,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2019-1,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,workshop2,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63400,,Amplicon,NB06,,Single_run,,53435,53278,,,,,,11872.34,,11657.564,11657.564,No,MN726880,11653,REGION_5_2019-1__workshop2__instance1.fasta,workshop training,0
REGION_5_2019-13,,,philippines,3,REGION_5_2019-13,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2019-13,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,workshop2,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63400,,Amplicon,NB05,,Single_run,,18539,18457,,,,,,11860.408,,11657.564,11597.904,No,MN726842,11653,REGION_5_2019-13__workshop2__instance1.fasta,workshop training,0
SD712,,,east_africa,23,23,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD712,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,23,0,,,136440,136440,6036.653778,4735.786934,4879,0,27526,11809,11797,11737,11476,,OR920333,11653,SD712.fasta,,2
SD716,,,east_africa,21,21,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD716,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,21,0,,,240822,240822,14252.97677,7827.661809,13217,0,44640,11922,11806,11790,11741,,OR920248,11673,SD716.fasta,,2
SD734,,,east_africa,20,20,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD734,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,20,0,,,129176,129176,5278.663508,4180.718302,4613,0,23215,11797,11772,11364,10653,,OR920325,11453,SD734.fasta,,2
SD735,,,east_africa,11,11,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD735,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,11,0,,,165890,165890,7415.932903,6182.449039,5021,0,32647,11840,11840,11769,11380,,OR920296,11641,SD735.fasta,,2
SD736,,,east_africa,17,17,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD736,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,17,0,,,109344,109344,4481.914787,4700.545441,2713,0,26005,11867,11408,10974,10662,,OR920314,10604,SD736.fasta,,2
SD737,,,east_africa,19,19,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD737,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,19,0,,,151646,151646,7940.123207,6705.894152,6506,0,33163,11798,11796,11573,11111,,OR920241,11629,SD737.fasta,,2
SD738,,,east_africa,7,7,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD738,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,7,0,,,30566,30566,1666.499706,1291.277811,1385,0,5917,11873,11674,11665,11333,,OR045941,10962,,OR045941,2
SD738,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,2,14/11/2021,,MinIon,,0,,,FAP60130,,,18,0,,,61657,61657,2492.50541,2522.807257,1695,0,15280,11809,11491,11044,10682,,OR045941,10607,,,2
SD740,,,east_africa,9,9,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD740,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,9,0,,,35288,35288,1908.584668,1310.718672,1634,0,5293,11870,11869,11671,11666,,OR920312,11318,SD740.fasta,,2
SD741,,,east_africa,2,2,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD741,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,2,0,,,73357,73357,4632.702676,2171.746,4589,0,10378,11895,11879,11877,11712,,OR045942,11648,SD741.fasta,,2
SD743,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD743,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,5,0,,,47214,47214,3630.20884,1848.37927,3865,0,8233,11877,11840,11832,11822,,OR045943,11615,SD743.fasta,,2
SD744,,,east_africa,3,3,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD744,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,3,0,,,46325,46325,3791.985406,2058.9908,3731,0,9339,11886,11836,11728,11620,,OR045944,11360,SD744.fasta,,2
SD745,,,east_africa,6,6,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD745,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,6,0,,,1591,1591,97.05678101,57.17755668,85,0,264,11869,11659,11063,5092,,OR045945,9580,SD745.fasta,,2
SD746,,,east_africa,1,1,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD746,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,1,0,,,45348,45348,2622.276944,1648.656737,2451,0,7343,11870,11865,11769,11522,,OR920271,11466,SD746.fasta,,2
SD747,,,east_africa,10,10,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD747,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,10,0,,,37593,37593,2636.118427,1427.498822,2554,0,6325,11902,11891,11866,11666,,OR920217,11570,SD747.fasta,,2
SD749,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD749,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,4,0,,,30039,30039,2092.708966,1178.267527,2023,0,5503,11888,11869,11869,11665,,OR920275,11579,SD749.fasta,,2
SD750,,,east_africa,11,11,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD750,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,11,0,,,55007,55007,2099.849115,1721.726999,1614,0,8078,11882,11868,11855,10795,,OR920230,11510,SD750.fasta,Failed in medaka,2
SD750,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,2,13/11/2019,,MinIon,,0,,,,,,2,0,,,,,,,,,,,,,,,OR920230,,,Failed in medaka,2
SD750,sequencing,3,east_africa,,,,,,,,,,,,,,,,,,,,3,13/01/2022,,MinIon,,0,,,,,,2,0,,,,,,,,,,,,,,,OR920230,,,Failed in medaka,2
SD751,,,east_africa,1,1,,,,1,RNAshield,Tanzania,,,,0,,,Positive,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD751,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,1,13/11/2019,,MinIon,,0,,,,,,1,0,,,,,,,,,,,,,,,OR045946,,SD751.fasta,,2
SD751,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,2,14/04/2021,,MinIon,,0,,,FN60240,,,9,0,,,227610,227610,9912.83058,5710.344804,9667,0,34690,11867,11819,11748,11534,,OR045946,11686,,,2
SD751,sequencing,3,east_africa,,,,,,,,,,,,,,,,,,,,3,13/01/2022,,MinIon,,0,,,,,,1,0,,,,,,,,,,,,,,,OR045946,,,,2
SD753,,,east_africa,8,8,,,,1,RNAshield,Tanzania,,,,0,,,,Other,NMAIST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD753,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,8,,,,41713,41713,1844.606559,1388.034868,1571,0,5992,11896,11868,11865,11292,,,11277,SD753.fasta,,2
SD753,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,2,14/04/2021,,MinIon,,0,,,FN60240,,,2,,,,214078,214078,8351.490397,5768.641018,7021,0,34616,11842,11805,11744,11523,,,11677,,,2
SD754,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD754,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,4,0,,,207970,207970,7746.449467,5131.362963,6806,0,32172,11778,11751,11741,11335,,OR920223,11681,SD754.fasta,,2
SD755,,,east_africa,3,3,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD755,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,3,0,,,179278,179278,7876.686153,4636.355926,7487,0,28026,11890,11833,11775,11740,,OR920213,11687,SD755.fasta,,2
SD756,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD756,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,5,0,,,465827,465827,17291.42925,11720.30412,14480,0,68259,11863,11812,11752,11527,,OR920210,11681,SD756.fasta,,2
SD759,,,east_africa,16,16,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD759,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,16,0,,,114531,114531,6095.604462,4094.345993,4654,0,23166,11803,11798,11747,11741,,OR920293,11633,SD759.fasta,,2
SD760,,,east_africa,15,15,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD760,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,15,0,,,46611,46611,3520.231066,1916.768352,3152,0,10721,11919,11909,11863,11739,,OR920209,11631,SD760.fasta,,2
SD761,,,east_africa,14,14,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD761,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,14,0,,,56576,56576,2056.75216,1913.483072,1743,0,12132,11814,11609,11511,10599,,OR920264,11321,SD761.fasta,,2
SD763,,,east_africa,12,12,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD763,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,12,0,,,114153,114153,4294.005284,4024.07387,3768,0,26797,11809,11798,11562,11113,,OR920315,11309,SD763.fasta,,2
SD764,,,east_africa,13,13,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD764,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,13,0,,,101777,101777,3753.497945,3211.538906,3393,0,21955,11814,11799,11747,11509,,OR920216,11646,SD764.fasta,,2
SD766,,,east_africa,1,1,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD766,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,1,0,,,294426,294426,10876.44083,7294.734186,9204,0,40203,11807,11773,11544,11444,,OR920294,11687,SD766.fasta,,2
SD767,,,east_africa,8,8,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD767,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,8,0,,,231372,231372,8905.339931,5623.932712,7746,0,31334,11832,11792,11749,11522,,OR920306,11681,SD767.fasta,,2
SD782,,,east_africa,8,8,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD782,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_Training_21_04_2021,1,21/04/2021,,MinIon,,0,,,FAP64564,,,8,0,,,327026,327026,12707.2704,9399.689059,10322,0,56384,11885,11751,11744,11740,,OR920323,11672,SD782.fasta,,2
SD785,,,east_africa,6,6,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD785,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,6,0,,,451515,451515,19375.39327,11930.29532,16736,0,73094,11881,11799,11752,11739,,OR920228,11680,SD785.fasta,,2
SD789,,,east_africa,7,7,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD789,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_Training_21_04_2021,1,21/04/2021,,MinIon,,0,,,FAP64564,,,7,,,,143815,143815,7018.895161,5015.751033,5659,0,28710,11809,11798,11796,11739,,,11633,,sequenced twice,2
SD789,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,KCRI_12_November_2021,2,14/11/2021,,MinIon,,0,,,FAP60130,,,10,,,,1005533,1005533,33593.43479,25261.38343,28258,0,147246,11897,11839,11749,11560,,,11667,,sequenced twice,2
SD790,,,east_africa,9,9,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD790,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_Training_21_04_2021,1,21/04/2021,,MinIon,,0,,,FAP64564,,,9,0,,,405624,405624,18494.97048,12358.16736,15322,0,68620,11896,11808,11798,11797,,OR920204,11647,SD790.fasta,,2
SD791,,,east_africa,6,6,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD791,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_Training_21_04_2021,1,21/04/2021,,MinIon,,0,,,FAP64564,,,6,0,,,2664211,2664211,104729.3489,75922.78621,88145,0,459921,11896,11771,11752,11750,,OR920280,11666,SD791.fasta,,2
SD792,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD792,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_Training_21_04_2021,1,21/04/2021,,MinIon,,0,,,FAP64564,,,4,0,,,1827742,1827742,81477.33339,44735.64238,73887,0,281973,11903,11891,11753,11746,,OR920243,11666,SD792.fasta,,2
SD793,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD793,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_Training_21_04_2021,1,21/04/2021,,MinIon,,0,,,FAP64564,,,5,0,,,1544552,1544552,62015.61209,40557.46983,51499,3,212632,11923,11892,11843,11766,,OR920317,11679,SD793.fasta,,2
SD799,,,east_africa,9,9,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD799,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,9,0,,,95698,95698,5398.39277,3368.555882,4937,0,19828,11809,11782,11744,11733,,OR920309,11555,SD799.fasta,,2
SD800,,,east_africa,8,8,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD800,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_12_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,8,,,,4596,4596,153.1622914,348.6054107,13,0,1789,9867,8046,4538,2794,,,3104,SD800.fasta,,2
SD801,,,east_africa,7,7,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD801,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,7,0,,,60614,60614,4290.517319,1856.351874,4358,0,10673,11922,11889,11748,11740,,OR920304,11587,SD801.fasta,,2
SD802,,,east_africa,6,6,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD802,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,6,0,,,76085,76085,4820.60983,2948.189224,4291,0,12555,11915,11801,11745,11740,,OR920263,11611,SD802.fasta,,2
SD804,,,east_africa,1,1,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD804,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,1,0,,,87173,87173,4403.858257,3559.917911,3320,0,16442,11814,11807,11411,10925,,OR920354,11402,SD804.fasta,,2
SD806,,,east_africa,2,2,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD806,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,2,0,,,152653,152653,7276.596662,5023.94106,6145,0,29258,11922,11914,11748,11578,,OR920347,11670,SD806.fasta,,2
SD807,,,east_africa,3,3,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD807,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,3,0,,,70836,70836,2651.300008,2717.120067,2010,0,19114,11809,11798,11742,10697,,OR920250,11600,SD807.fasta,,2
SD809,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD809,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,4,0,,,60212,60212,3759.318292,1921.292997,3473,0,12085,11873,11827,11745,11740,,OR920218,11607,SD809.fasta,,2
SD810,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD810,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,5,0,,,138378,138378,7324.883083,4389.192028,6214,0,22634,11919,11798,11785,11741,,OR920299,11657,SD810.fasta,,2
SD812,,,east_africa,1,1,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD812,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,1,0,,,122333,122333,8922.005452,10455.74583,3437,0,38503,11798,11760,11748,11534,,OR920270,11618,SD812.fasta,,2
SD813,,,east_africa,2,2,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD813,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,2,0,,,218546,218546,14132.5897,15170.2019,6970,0,59168,11800,11754,11747,11745,,OR920282,11624,SD813.fasta,,2
SD815,,,east_africa,3,3,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD815,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,3,0,,,126900,126900,6252.781766,4873.363099,4551,0,23926,11921,11921,11798,11744,,OR920308,11662,SD815.fasta,,2
SD816,,,east_africa,3,3,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD816,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,3,0,,,47152,47152,1638.330873,1245.740498,1325,0,6259,11759,11747,11743,11567,,OR920277,11650,SD816.fasta,,2
SD817,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD817,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,4,0,,,226076,226076,12142.89281,6647.68334,11184,0,33349,11921,11897,11750,11741,,OR920208,11665,SD817.fasta,,2
SD818,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD818,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_RABV_10_March_2022,1,10/3/22,,MinIon,,0,,,FAN52650,,,5,0,,,289935,289935,10274.39386,8102.951028,8148,0,43172,11800,11798,11797,11759,,OR920254,11607,SD818.fasta,,2
SD821,,,east_africa,4,4,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD821,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,4,0,,,60055,60055,2051.544242,1454.079754,1806,0,7680,11762,11747,11745,11345,,OR920300,11664,SD821.fasta,,2
SD823,,,east_africa,5,5,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD823,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,5,0,,,74477,74477,2763.026503,1801.570926,2630,0,7903,11761,11753,11746,11351,,OR920324,11635,SD823.fasta,,2
SD825,,,east_africa,6,6,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD825,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_21_Nov_2022,1,21/11/2022,,MinIon,,0,,,FAU46094,,,6,0,,,72657,72657,2587.977522,1583.625485,2451,0,7349,11754,11751,11744,11546,,OR920229,11645,SD825.fasta,,2
SD826,,,east_africa,7,7,,,,1,RNAshield,Tanzania,,,,0,,,,Other,KCRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
